Hour,Day,Month,Year,batteryLevel,weather_code_encoded,sunshine_duration_hours,precipitation (mm),soil_temperature_0_to_7cm (°F),vapour_pressure_deficit (kPa)
12,9,6,2022,92.0,4,1.0,0.1,85.7,1.11
13,14,2,2023,100.0,0,1.0,0.0,66.9,1.77
15,13,8,2023,100.0,0,1.0,0.0,98.9,2.83
15,1,8,2022,100.0,0,1.0,0.0,96.2,2.27
7,12,5,2022,58.5,0,0.9056944444444445,0.0,66.4,0.42
13,24,10,2023,100.0,3,1.0,0.0,81.8,2.37
15,29,12,2021,100.0,0,1.0,0.0,76.5,1.23
7,11,12,2021,34.0,1,0.0,0.0,65.2,0.06
11,18,6,2022,77.5,4,1.0,0.1,92.1,2.33
7,28,7,2023,53.0,2,0.7671916666666666,0.0,78.0,0.21
13,11,11,2022,35.0,4,1.0,0.1,77.3,0.94
11,15,12,2022,49.0,8,0.0,3.7,70.0,0.15
11,6,8,2023,74.5,4,1.0,0.2,88.3,1.41
17,27,3,2023,100.0,0,1.0,0.0,88.3,1.2
7,18,12,2021,50.0,1,0.0,0.0,65.5,0.07
16,1,8,2023,100.0,4,1.0,0.1,89.8,1.51
13,26,5,2023,100.0,3,1.0,0.0,82.2,1.48
12,23,5,2022,100.0,2,1.0,0.0,85.9,1.89
15,17,7,2022,100.0,5,0.0,0.6,84.5,0.41
14,24,10,2023,100.0,0,0.25874722222222224,0.0,81.6,1.94
13,19,10,2023,100.0,1,1.0,0.0,78.8,1.88
6,26,7,2022,50.0,0,0.0,0.0,76.2,0.05
13,23,3,2023,100.0,0,1.0,0.0,81.8,2.34
10,25,6,2023,69.5,1,1.0,0.0,83.0,1.25
16,25,11,2023,96.5,2,1.0,0.0,69.3,0.86
7,23,10,2022,43.0,0,0.0,0.0,60.7,0.21
14,28,9,2023,100.0,1,1.0,0.0,88.3,1.83
15,17,11,2022,100.0,1,1.0,0.0,68.2,1.03
10,17,10,2023,91.5,0,1.0,0.0,66.0,0.94
11,4,7,2023,89.0,0,1.0,0.0,90.2,2.07
13,26,8,2023,100.0,1,1.0,0.0,93.2,2.38
12,25,9,2022,99.0,1,0.5541138888888889,0.0,82.8,1.07
15,31,3,2022,61.5,5,1.0,0.8,80.8,1.29
15,21,6,2022,100.0,1,1.0,0.0,92.7,3.31
8,8,5,2023,71.0,0,1.0,0.0,70.1,0.76
12,8,5,2023,100.0,0,1.0,0.0,86.8,2.39
8,26,4,2023,70.0,0,1.0,0.0,71.2,0.46
14,1,6,2023,100.0,0,1.0,0.0,84.9,1.63
6,27,3,2023,60.5,0,0.0,0.0,70.0,0.13
16,21,9,2023,100.0,4,1.0,0.1,90.5,1.67
11,23,1,2022,4.0,3,0.21495555555555557,0.0,51.9,0.23
7,12,11,2022,44.0,0,0.0,0.0,64.2,0.11
7,30,7,2022,50.0,0,0.6769277777777778,0.0,77.8,0.32
13,6,2,2023,100.0,0,1.0,0.0,72.6,1.27
13,22,3,2023,100.0,0,1.0,0.0,78.6,2.03
10,8,2,2022,78.0,7,0.0,1.4,53.2,0.08
16,12,4,2023,83.0,4,0.0,0.4,69.4,0.38
12,9,12,2021,56.5,1,1.0,0.0,74.5,0.79
9,23,2,2022,63.0,1,1.0,0.0,67.7,0.27
9,6,1,2022,61.5,0,0.6378583333333333,0.0,56.6,0.17
12,22,9,2022,100.0,1,1.0,0.0,85.3,1.82
5,30,6,2023,50.0,1,0.0,0.0,76.4,0.13
17,21,5,2022,100.0,3,1.0,0.0,81.8,0.74
7,20,11,2023,50.5,0,0.0,0.0,62.7,0.06
10,4,4,2023,86.5,0,1.0,0.0,78.1,1.11
9,24,7,2022,58.5,2,1.0,0.0,80.4,0.73
13,28,5,2023,100.0,0,1.0,0.0,83.7,2.02
7,10,5,2023,67.0,0,0.8833888888888889,0.0,70.0,0.22
15,10,3,2023,100.0,1,1.0,0.0,82.5,1.32
9,20,12,2022,51.5,4,0.0,0.3,57.3,0.19
11,8,2,2023,96.0,0,1.0,0.0,69.6,1.48
7,3,10,2022,49.0,0,0.040136111111111115,0.0,67.9,0.08
9,14,2,2023,66.5,0,1.0,0.0,53.1,0.32
11,25,8,2023,100.0,0,1.0,0.0,87.7,1.73
13,12,5,2023,100.0,1,1.0,0.0,91.7,3.2
9,12,8,2022,37.0,4,1.0,0.1,79.9,0.44
10,10,8,2022,63.5,1,1.0,0.0,84.0,1.18
16,17,5,2023,100.0,0,1.0,0.0,90.3,1.52
16,14,10,2023,100.0,0,1.0,0.0,82.7,1.01
7,13,8,2022,50.5,2,0.5671166666666666,0.0,76.0,0.3
7,9,7,2023,54.5,1,0.0,0.0,79.5,0.25
18,29,6,2022,100.0,1,1.0,0.0,91.4,1.53
11,14,5,2023,100.0,4,1.0,0.1,83.3,1.92
7,17,7,2022,50.0,1,0.5269611111111111,0.0,75.5,0.13
12,29,9,2023,79.0,3,1.0,0.0,82.7,1.0
16,25,10,2022,100.0,1,1.0,0.0,83.4,1.71
18,20,8,2022,100.0,8,0.14727500000000002,3.0,86.7,0.78
8,8,2,2022,77.0,7,0.0,2.1,53.2,0.09
8,14,8,2023,66.5,0,1.0,0.0,82.7,0.47
6,20,9,2023,50.0,0,0.0,0.0,75.5,0.61
12,8,6,2023,100.0,0,1.0,0.0,85.0,1.25
8,10,9,2023,57.0,0,1.0,0.0,76.4,0.4
13,15,1,2023,100.0,0,1.0,0.0,56.8,0.79
8,2,12,2023,24.0,3,0.0,0.0,69.1,0.12
13,2,4,2023,100.0,0,1.0,0.0,88.1,1.85
6,13,6,2023,53.5,1,0.0,0.0,75.6,0.08
13,9,10,2023,100.0,1,1.0,0.0,80.0,2.19
10,26,10,2022,70.5,1,1.0,0.0,75.3,0.9
7,19,9,2023,57.5,1,0.03347222222222222,0.0,77.1,1.18
13,9,2,2023,100.0,4,1.0,0.1,77.3,1.68
8,17,7,2022,52.0,1,1.0,0.0,77.5,0.36
8,28,2,2022,50.5,0,0.6844,0.0,63.6,0.11
17,12,2,2023,84.5,3,0.009666666666666665,0.0,64.9,0.56
14,27,2,2022,57.0,0,1.0,0.0,80.9,1.18
14,27,9,2023,99.0,4,0.037024999999999995,0.3,85.4,0.67
15,10,7,2022,100.0,8,1.0,4.0,86.0,0.62
12,9,11,2022,61.5,3,1.0,0.0,74.8,0.92
16,3,1,2022,100.0,0,1.0,0.0,68.1,0.62
10,27,6,2022,76.0,1,1.0,0.0,87.4,1.55
10,9,10,2022,81.5,0,1.0,0.0,74.1,0.89
16,12,3,2023,100.0,4,1.0,0.1,79.2,1.15
13,29,3,2022,100.0,0,1.0,0.0,80.0,2.06
6,17,7,2023,37.5,4,0.0,0.1,77.5,0.14
10,15,12,2023,16.5,1,0.8136361111111111,0.0,64.9,0.82
15,21,7,2023,100.0,1,1.0,0.0,92.0,1.67
12,4,10,2023,100.0,0,1.0,0.0,84.3,1.93
15,12,3,2022,64.0,0,0.18838611111111112,0.0,65.5,0.61
15,3,8,2023,100.0,3,1.0,0.0,90.0,1.8
8,12,7,2022,52.5,0,1.0,0.0,80.0,0.34
15,29,1,2023,100.0,2,1.0,0.0,75.9,1.88
14,7,1,2023,100.0,0,1.0,0.0,65.9,1.38
17,7,2,2023,100.0,0,1.0,0.0,75.4,1.73
9,7,1,2023,97.0,0,1.0,0.0,49.5,0.45
18,4,8,2023,100.0,7,0.5997750000000001,1.8,88.2,1.31
17,23,2,2023,100.0,1,1.0,0.0,82.1,1.08
15,11,6,2023,100.0,1,1.0,0.0,89.0,1.63
9,30,7,2023,65.0,1,0.26332777777777777,0.0,80.8,0.49
11,6,9,2022,76.5,1,1.0,0.0,88.1,1.43
10,10,2,2023,62.5,1,1.0,0.0,70.9,0.73
6,18,10,2022,43.0,1,0.0,0.0,71.0,0.28
10,12,7,2023,68.0,8,1.0,5.2,84.5,0.84
10,11,12,2022,35.0,3,0.7683083333333333,0.0,66.4,0.27
8,29,9,2022,17.5,3,0.0,0.0,68.8,0.35
7,3,6,2023,67.5,1,0.8830944444444444,0.0,71.7,0.19
13,30,11,2022,100.0,1,1.0,0.0,77.3,1.08
15,9,8,2023,100.0,0,1.0,0.0,94.7,2.04
14,19,12,2021,59.0,1,1.0,0.0,78.3,1.02
6,19,4,2023,54.0,1,0.0,0.0,60.5,0.13
11,3,8,2022,82.0,0,1.0,0.0,90.8,1.79
10,30,7,2022,66.0,0,1.0,0.0,85.5,1.49
14,31,10,2022,100.0,0,1.0,0.0,86.3,1.88
15,15,4,2023,100.0,8,1.0,2.7,88.4,1.15
11,28,3,2023,82.5,2,1.0,0.0,83.2,1.4
13,7,5,2023,100.0,1,1.0,0.0,86.3,2.65
15,1,10,2023,100.0,4,0.0,0.1,82.9,0.68
8,20,2,2023,51.5,0,0.5466944444444444,0.0,57.5,0.16
11,2,3,2023,81.5,0,1.0,0.0,75.4,1.18
8,26,5,2022,65.5,1,1.0,0.0,77.0,0.54
17,20,7,2022,100.0,4,1.0,0.1,88.0,1.12
10,20,3,2023,83.5,0,1.0,0.0,56.2,0.77
18,27,8,2022,100.0,1,0.0,0.0,82.6,0.58
9,28,5,2022,72.5,0,1.0,0.0,77.6,0.75
15,2,8,2023,100.0,4,1.0,0.1,92.6,2.24
6,26,5,2022,63.0,0,0.0,0.0,74.7,0.21
17,27,9,2023,100.0,8,0.41158055555555556,3.7,81.6,0.33
9,29,12,2023,43.5,3,0.49596666666666667,0.0,54.8,0.39
6,1,8,2022,50.0,0,0.0,0.0,77.5,0.12
10,19,3,2023,77.0,2,1.0,0.0,57.5,0.69
17,29,7,2022,100.0,1,1.0,0.0,92.1,1.51
11,31,3,2023,100.0,1,1.0,0.0,78.5,1.94
14,23,1,2023,100.0,1,1.0,0.0,68.6,1.0
16,18,5,2022,100.0,7,1.0,1.7,91.0,1.47
8,11,11,2022,1.0,4,0.0,0.1,71.0,0.18
14,20,11,2022,57.5,5,0.0,0.6,55.3,0.07
11,27,9,2022,65.0,2,0.0,0.0,78.9,0.61
9,4,4,2023,74.5,1,0.3798916666666666,0.0,72.8,0.41
15,29,8,2023,100.0,4,1.0,0.4,89.4,1.47
15,7,7,2022,100.0,7,1.0,1.6,87.3,1.01
8,16,4,2023,66.5,2,1.0,0.0,71.0,0.66
12,18,10,2022,89.5,3,0.38077777777777777,0.0,78.3,0.87
9,26,1,2022,0.5,3,0.0,0.0,53.5,0.1
9,30,12,2021,50.0,3,0.0,0.0,68.6,0.04
9,19,4,2022,71.5,0,1.0,0.0,71.0,1.06
10,18,7,2022,68.0,4,1.0,0.2,83.6,0.98
12,4,3,2023,100.0,4,1.0,0.2,80.1,1.25
15,21,1,2023,62.0,7,0.0,1.7,59.5,0.25
17,13,3,2022,76.0,0,1.0,0.0,65.4,0.87
9,2,8,2022,65.5,1,1.0,0.0,83.0,0.81
13,19,3,2023,100.0,0,1.0,0.0,67.2,1.26
10,28,2,2022,61.0,3,1.0,0.0,70.1,0.64
14,31,12,2021,100.0,0,1.0,0.0,78.1,1.1
8,7,8,2023,57.5,0,1.0,0.0,82.4,0.54
8,16,6,2022,52.5,1,1.0,0.0,82.1,0.75
12,2,8,2023,100.0,0,1.0,0.0,89.8,1.67
9,25,11,2022,85.0,3,1.0,0.0,71.0,0.26
12,26,7,2022,93.0,4,1.0,0.1,87.6,1.41
14,5,7,2022,100.0,0,1.0,0.0,92.9,1.99
12,10,11,2023,100.0,0,1.0,0.0,85.1,2.18
10,5,12,2023,16.0,2,1.0,0.0,65.6,0.83
12,20,3,2023,100.0,0,1.0,0.0,63.2,1.11
11,11,6,2023,75.0,4,1.0,0.1,86.6,1.61
11,7,3,2022,55.0,4,1.0,0.1,77.4,1.38
12,16,10,2023,86.0,1,1.0,0.0,74.4,0.94
11,17,11,2023,9.5,3,1.0,0.0,72.7,0.59
15,23,7,2022,100.0,9,0.43850555555555554,13.2,87.7,0.56
10,14,7,2023,72.0,0,1.0,0.0,86.4,1.41
14,3,9,2023,100.0,0,1.0,0.0,88.0,2.3
15,19,5,2023,100.0,4,1.0,0.1,94.3,2.15
7,12,2,2023,21.5,3,0.0,0.0,62.8,0.85
16,11,4,2023,100.0,1,1.0,0.0,84.2,2.41
14,18,9,2022,100.0,4,1.0,0.2,83.1,1.21
7,25,10,2023,56.0,0,0.0,0.0,66.8,0.35
10,6,6,2022,73.0,0,1.0,0.0,80.3,0.72
6,1,10,2023,55.0,0,0.0,0.0,75.4,0.13
15,13,7,2023,100.0,4,1.0,0.1,91.3,1.49
11,23,6,2022,90.0,1,1.0,0.0,89.5,2.06
13,21,9,2022,100.0,0,1.0,0.0,85.4,1.37
13,19,7,2022,77.0,4,1.0,0.1,90.6,1.75
15,22,3,2023,100.0,0,1.0,0.0,82.0,1.99
10,26,3,2023,78.5,1,1.0,0.0,78.6,1.27
9,14,11,2023,26.5,3,1.0,0.0,70.8,0.46
14,27,1,2022,37.0,3,1.0,0.0,64.7,0.67
13,25,1,2022,37.5,7,0.0,1.6,51.5,0.08
15,20,10,2023,100.0,0,1.0,0.0,79.8,1.31
8,1,8,2022,52.5,0,1.0,0.0,81.7,0.58
15,20,6,2022,100.0,3,1.0,0.0,95.2,2.38
12,3,11,2023,100.0,1,1.0,0.0,74.6,1.28
12,12,6,2023,100.0,0,1.0,0.0,88.3,1.71
15,9,4,2023,87.5,2,1.0,0.0,83.0,1.73
9,22,10,2023,61.5,1,1.0,0.0,66.5,0.93
6,6,10,2023,50.0,1,0.0,0.0,73.5,0.03
8,18,1,2023,39.0,0,0.060755555555555556,0.0,53.5,0.09
13,25,5,2023,87.5,1,1.0,0.0,82.8,1.54
15,9,2,2023,100.0,0,1.0,0.0,80.9,1.84
14,23,4,2023,100.0,0,1.0,0.0,92.6,3.05
13,6,7,2023,100.0,0,1.0,0.0,91.7,1.82
9,27,10,2023,69.5,0,1.0,0.0,74.2,0.87
8,27,5,2023,64.5,0,1.0,0.0,69.0,0.64
14,28,12,2021,100.0,0,1.0,0.0,73.6,1.29
13,4,8,2022,100.0,0,1.0,0.0,91.5,2.63
14,27,10,2022,77.5,6,1.0,1.2,83.4,1.12
7,14,3,2023,51.0,0,0.0,0.0,60.2,0.46
15,5,7,2022,100.0,8,1.0,7.5,90.8,0.77
11,5,11,2023,100.0,0,1.0,0.0,70.8,2.02
10,8,5,2023,91.0,0,1.0,0.0,78.4,1.61
14,25,4,2023,100.0,5,0.9933166666666667,0.9,86.7,1.13
18,16,3,2022,74.0,0,1.0,0.0,72.6,0.38
12,2,10,2022,100.0,0,1.0,0.0,79.2,1.79
11,3,12,2021,66.0,1,1.0,0.0,65.5,0.52
7,3,9,2023,62.0,2,0.3529666666666667,0.0,75.8,0.23
9,15,7,2022,55.5,0,1.0,0.0,79.8,0.8
17,6,7,2022,100.0,5,1.0,0.6,85.7,0.69
11,11,4,2023,100.0,1,1.0,0.0,76.9,2.04
10,1,1,2022,64.5,3,1.0,0.0,70.3,0.49
13,22,6,2023,100.0,4,1.0,0.1,84.3,1.27
12,15,3,2023,82.5,0,1.0,0.0,62.5,0.95
7,23,10,2023,55.5,1,0.0,0.0,63.8,0.08
15,16,6,2022,100.0,7,1.0,1.5,95.2,1.94
8,10,10,2022,50.5,0,1.0,0.0,72.0,0.3
12,1,4,2022,38.5,1,1.0,0.0,78.5,1.01
12,30,12,2023,96.0,1,1.0,0.0,60.0,0.69
9,12,10,2023,54.0,8,0.0,3.3,77.6,0.2
6,30,8,2022,50.0,2,0.0,0.0,75.5,0.04
9,25,7,2023,69.5,4,1.0,0.3,82.1,1.1
6,30,4,2023,63.0,5,0.0,0.6,70.1,0.26
9,24,5,2023,72.0,1,1.0,0.0,76.0,0.59
12,7,9,2023,100.0,0,1.0,0.0,90.3,2.13
17,17,7,2023,100.0,4,0.7917166666666666,0.1,85.8,0.72
13,2,1,2023,100.0,0,1.0,0.0,74.0,0.96
8,14,4,2023,69.0,4,0.33340000000000003,0.1,69.7,0.28
15,7,2,2023,100.0,0,1.0,0.0,76.3,1.92
6,25,4,2023,54.5,3,0.0,0.0,65.9,0.04
14,23,9,2022,100.0,8,1.0,2.8,86.2,0.92
13,9,2,2022,100.0,0,1.0,0.0,61.2,0.91
13,20,9,2022,100.0,0,1.0,0.0,86.1,1.44
12,21,10,2023,100.0,0,1.0,0.0,81.5,1.44
11,1,11,2023,84.0,0,1.0,0.0,72.8,1.44
14,22,9,2023,100.0,4,1.0,0.2,88.8,2.0
11,4,6,2023,87.0,4,1.0,0.1,81.4,1.26
11,25,4,2022,93.5,1,1.0,0.0,81.8,1.65
13,8,5,2023,100.0,3,1.0,0.0,90.0,2.78
6,14,3,2023,50.0,1,0.0,0.0,61.1,0.58
15,27,2,2022,57.0,0,1.0,0.0,81.7,1.06
16,16,10,2022,100.0,0,1.0,0.0,85.1,2.16
15,22,1,2022,53.5,3,1.0,0.0,60.0,0.35
9,3,5,2023,71.0,2,1.0,0.0,73.3,1.67
7,29,9,2022,17.0,4,0.0,0.1,68.8,0.33
8,24,9,2022,59.5,0,0.994388888888889,0.0,75.5,0.36
17,27,5,2022,100.0,2,0.06646388888888889,0.0,79.6,0.54
17,8,5,2023,100.0,0,1.0,0.0,88.0,1.68
17,2,2,2022,100.0,0,1.0,0.0,68.7,1.32
12,16,9,2022,91.5,4,1.0,0.1,84.0,1.44
10,16,11,2022,39.5,3,1.0,0.0,74.1,0.44
12,19,12,2022,100.0,0,1.0,0.0,59.9,0.75
8,1,6,2022,67.0,0,1.0,0.0,75.8,0.63
15,11,12,2022,42.0,2,0.9979833333333332,0.0,75.9,1.04
9,20,10,2023,72.0,0,1.0,0.0,67.9,1.11
13,19,5,2023,100.0,4,1.0,0.2,92.8,2.36
11,17,6,2023,72.0,5,0.5368972222222222,0.7,81.9,0.72
16,20,11,2022,59.5,5,0.0,0.9,55.3,0.06
10,20,5,2022,59.0,4,0.0,0.3,75.5,0.59
16,29,7,2023,100.0,4,1.0,0.1,89.1,1.34
13,4,12,2022,100.0,0,1.0,0.0,75.9,1.23
17,17,6,2023,100.0,4,1.0,0.2,86.6,0.96
10,27,6,2023,69.0,1,1.0,0.0,83.7,1.36
14,18,5,2022,100.0,7,1.0,1.7,93.9,1.5
14,28,6,2023,76.0,4,1.0,0.1,89.7,1.28
11,26,5,2023,77.0,4,1.0,0.1,77.3,1.01
15,8,12,2023,86.0,7,0.0,2.4,67.4,0.44
15,23,2,2023,100.0,1,1.0,0.0,83.7,1.48
14,11,11,2022,42.0,4,1.0,0.2,77.7,0.83
7,8,10,2022,47.5,0,0.022925,0.0,64.3,0.13
14,11,2,2023,70.0,1,0.22969166666666666,0.0,75.1,0.9
9,20,5,2023,73.0,1,1.0,0.0,79.6,1.11
12,20,4,2023,100.0,0,1.0,0.0,85.1,2.6
6,8,7,2022,50.0,0,0.0,0.0,75.9,0.07
16,8,8,2023,100.0,0,1.0,0.0,93.5,1.74
10,22,9,2023,79.5,1,1.0,0.0,81.2,1.27
8,19,11,2023,36.5,0,0.6623805555555556,0.0,63.8,0.25
7,19,12,2023,52.0,0,0.0,0.0,51.9,0.31
13,28,7,2022,100.0,0,1.0,0.0,90.2,1.97
10,19,12,2021,36.5,4,1.0,0.2,72.9,0.37
12,17,5,2023,100.0,4,1.0,0.2,88.2,1.84
11,30,4,2023,100.0,4,1.0,0.2,75.7,1.08
16,1,4,2022,69.5,2,1.0,0.0,80.9,1.15
15,20,3,2022,67.0,0,1.0,0.0,79.1,2.0
16,28,10,2023,100.0,1,1.0,0.0,85.8,2.24
14,12,6,2022,100.0,5,1.0,0.7,87.7,1.53
13,15,5,2022,100.0,1,1.0,0.0,92.7,2.1
10,6,2,2022,39.5,4,0.0,0.4,55.8,0.07
13,22,2,2023,100.0,0,1.0,0.0,78.8,1.95
9,25,8,2023,65.5,0,1.0,0.0,81.7,1.06
9,19,7,2022,57.0,0,1.0,0.0,83.3,1.0
13,28,8,2023,100.0,0,1.0,0.0,93.0,2.38
15,21,10,2022,100.0,0,1.0,0.0,72.7,1.74
10,16,7,2022,62.5,1,0.5549972222222223,0.0,80.9,0.72
9,30,5,2022,72.5,0,1.0,0.0,77.7,0.96
8,29,3,2022,52.5,0,1.0,0.0,61.4,0.2
14,21,4,2023,100.0,1,1.0,0.0,93.6,2.77
13,1,2,2022,100.0,1,1.0,0.0,61.1,1.13
10,5,9,2023,83.0,1,1.0,0.0,82.2,1.68
11,27,6,2023,77.0,1,1.0,0.0,85.4,1.4
10,11,11,2023,64.5,0,1.0,0.0,79.1,1.0
13,26,12,2022,100.0,1,1.0,0.0,52.5,0.77
12,8,11,2023,100.0,0,1.0,0.0,79.0,1.84
10,15,4,2023,74.5,4,1.0,0.1,80.0,1.17
15,6,4,2023,100.0,3,1.0,0.0,96.2,3.44
15,20,2,2023,100.0,2,1.0,0.0,74.3,0.82
13,5,12,2022,100.0,4,1.0,0.1,76.1,0.91
13,7,2,2023,100.0,0,1.0,0.0,72.8,1.74
7,16,12,2022,0.5,1,0.0,0.0,59.2,0.68
14,22,12,2023,75.0,3,0.0,0.0,64.6,0.69
8,7,3,2022,43.5,0,0.8082611111111111,0.0,67.4,0.29
15,12,2,2023,59.0,3,0.0,0.0,66.2,0.63
11,6,8,2022,69.5,4,1.0,0.1,85.4,1.42
16,22,5,2023,100.0,8,1.0,4.0,86.1,0.91
8,7,10,2022,56.0,0,1.0,0.0,66.3,0.42
6,27,10,2023,54.0,0,0.0,0.0,68.4,0.21
14,4,7,2022,100.0,1,1.0,0.0,92.5,1.9
7,2,12,2022,50.0,0,0.0,0.0,59.8,0.19
9,28,10,2022,40.5,0,1.0,0.0,73.2,0.31
18,5,7,2022,100.0,1,1.0,0.0,86.7,0.85
6,11,5,2022,50.0,0,0.0,0.0,63.4,0.3
14,25,5,2022,100.0,1,1.0,0.0,88.3,2.7
12,27,2,2023,100.0,1,1.0,0.0,74.0,1.31
16,6,2,2022,49.5,3,0.0,0.0,62.8,0.33
10,24,6,2022,65.5,4,1.0,0.3,87.4,1.36
15,5,2,2022,54.5,3,1.0,0.0,67.7,0.77
13,27,10,2023,100.0,1,1.0,0.0,85.1,2.22
10,8,7,2022,67.5,0,1.0,0.0,85.7,0.91
13,30,5,2022,100.0,0,1.0,0.0,87.9,2.43
8,15,6,2023,56.5,2,1.0,0.0,77.8,0.44
13,27,12,2022,100.0,0,1.0,0.0,54.1,0.88
11,20,8,2022,83.0,1,1.0,0.0,87.6,1.6
15,9,6,2023,100.0,0,1.0,0.0,89.5,1.45
12,6,11,2022,98.0,0,1.0,0.0,81.8,1.45
11,28,7,2023,95.0,4,1.0,0.2,86.8,1.25
12,13,6,2022,90.5,4,1.0,0.3,87.8,1.48
16,15,5,2022,100.0,1,1.0,0.0,87.6,1.28
12,14,9,2022,59.5,4,0.3176,0.1,82.5,0.81
8,23,12,2023,35.0,1,0.11056666666666667,0.0,57.3,0.18
12,14,10,2022,73.5,0,1.0,0.0,81.6,1.73
14,7,6,2023,100.0,4,0.0,0.1,82.7,0.73
13,8,8,2023,100.0,0,1.0,0.0,92.9,1.9
16,13,5,2022,100.0,0,1.0,0.0,85.5,1.83
18,26,6,2023,100.0,0,1.0,0.0,86.2,1.15
8,22,5,2023,70.5,6,0.0,1.0,75.8,0.14
14,13,6,2022,100.0,0,1.0,0.0,89.9,1.53
11,13,11,2022,100.0,1,1.0,0.0,73.6,0.44
14,15,11,2022,100.0,1,0.0,0.0,76.4,1.09
9,14,10,2023,64.0,3,1.0,0.0,77.9,0.8
11,1,9,2022,82.0,4,1.0,0.1,86.9,1.29
11,4,4,2022,93.5,0,1.0,0.0,73.4,1.25
9,15,9,2023,69.0,0,1.0,0.0,82.3,1.04
7,15,4,2023,52.5,1,0.1342611111111111,0.0,69.3,0.14
7,21,9,2023,57.5,0,0.010694444444444444,0.0,73.3,0.09
8,1,3,2023,59.0,3,0.34734166666666666,0.0,66.8,0.04
14,9,3,2022,52.5,1,1.0,0.0,84.3,1.55
14,9,1,2024,7.5,3,0.0,0.0,70.2,0.56
7,11,5,2022,50.5,0,0.895638888888889,0.0,63.6,0.59
9,11,11,2023,52.0,0,1.0,0.0,75.1,0.56
14,12,11,2022,100.0,0,1.0,0.0,77.9,1.08
12,29,8,2023,100.0,1,1.0,0.0,89.5,2.11
12,13,10,2022,54.0,1,1.0,0.0,80.7,0.54
6,23,5,2023,57.5,3,0.0,0.0,74.2,0.19
11,11,5,2023,100.0,4,1.0,0.2,85.6,2.27
13,1,8,2022,100.0,0,1.0,0.0,94.5,2.24
12,17,4,2022,100.0,1,1.0,0.0,85.1,1.63
12,8,9,2022,50.0,5,0.0,0.5,80.9,0.61
18,11,5,2022,100.0,0,1.0,0.0,88.9,2.71
8,5,11,2022,39.0,0,0.8501638888888889,0.0,69.9,0.24
11,19,12,2022,93.0,0,1.0,0.0,56.5,0.61
9,13,6,2023,62.5,1,1.0,0.0,82.4,1.3
12,8,10,2022,100.0,0,1.0,0.0,79.3,2.06
12,17,10,2023,100.0,0,1.0,0.0,71.4,1.23
6,16,3,2023,50.0,0,0.0,0.0,53.0,0.17
8,28,10,2022,34.0,4,0.7969999999999999,0.1,72.0,0.11
10,26,4,2023,89.0,0,1.0,0.0,79.0,1.25
11,20,12,2021,52.5,3,0.0,0.0,67.5,0.36
16,2,1,2024,100.0,0,1.0,0.0,64.1,1.0
8,11,12,2022,33.0,3,0.0,0.0,64.2,0.04
12,23,4,2023,100.0,0,1.0,0.0,86.3,2.56
7,24,9,2022,56.0,3,0.08353611111111112,0.0,74.4,0.24
13,7,3,2022,54.5,3,1.0,0.0,83.4,1.98
10,5,7,2022,74.0,4,1.0,0.4,85.6,1.02
13,29,8,2022,86.0,4,1.0,0.1,87.9,1.51
9,4,3,2023,59.5,4,1.0,0.2,73.5,0.7
10,11,2,2023,58.0,1,0.021080555555555557,0.0,69.9,0.41
12,2,9,2023,100.0,0,1.0,0.0,88.3,1.64
16,26,1,2022,11.5,4,0.0,0.1,58.2,0.12
18,23,6,2023,100.0,0,1.0,0.0,81.9,0.53
8,9,8,2023,56.5,0,1.0,0.0,83.4,0.88
10,26,10,2023,85.5,0,1.0,0.0,75.8,1.46
10,13,12,2023,33.5,2,1.0,0.0,61.6,0.45
7,16,3,2023,51.5,0,0.0,0.0,51.2,0.21
16,28,5,2022,100.0,0,1.0,0.0,85.6,1.73
15,30,10,2023,100.0,1,1.0,0.0,87.9,2.18
12,14,7,2023,100.0,1,1.0,0.0,90.3,1.67
8,17,2,2022,75.5,0,0.5018138888888889,0.0,63.0,0.16
18,30,7,2023,100.0,2,1.0,0.0,87.0,1.2
15,20,1,2023,100.0,1,1.0,0.0,76.9,1.91
15,29,5,2023,100.0,1,1.0,0.0,85.1,1.99
6,8,7,2023,50.0,1,0.0,0.0,77.5,0.43
10,25,4,2023,75.5,1,1.0,0.0,76.1,1.1
10,6,10,2022,79.5,2,1.0,0.0,72.8,1.12
10,29,12,2023,55.0,1,0.4501083333333334,0.0,56.0,0.45
12,15,8,2022,64.5,4,1.0,0.2,87.7,1.78
10,17,6,2023,63.0,4,1.0,0.2,81.0,0.86
11,1,1,2023,73.5,3,0.09198333333333333,0.0,70.9,0.38
11,27,11,2022,90.0,4,1.0,0.3,74.8,0.4
14,10,1,2023,100.0,0,1.0,0.0,69.1,1.12
11,7,2,2023,93.5,0,1.0,0.0,66.3,1.23
13,21,9,2023,100.0,0,1.0,0.0,89.0,2.08
8,4,11,2023,60.5,0,0.8658666666666667,0.0,63.2,0.72
12,31,7,2022,100.0,0,1.0,0.0,90.8,2.38
9,8,11,2023,69.5,0,1.0,0.0,63.9,1.15
7,4,5,2023,67.5,0,0.813763888888889,0.0,62.9,0.43
18,15,6,2022,100.0,4,1.0,0.1,89.9,1.25
13,2,2,2023,100.0,1,1.0,0.0,75.5,1.06
13,23,4,2022,100.0,2,1.0,0.0,83.9,2.22
